"Duration","Start Time","Profile Name","Country","Bookmark","Latest Bookmark","Supplemental Video Type","Attributes","Device Type","Title"
"00:23:06","2025-05-12 20:36:04","Eri","GB (United Kingdom)","00:30:55","00:30:55","","","Apple iPhone 14 Pro Max iPhone","The Four Seasons: Season 1: Ski Trip (Episode 7)"
"00:07:40","2025-05-12 20:10:27","Eri","GB (United Kingdom)","00:07:44","Not latest view","","","Apple iPhone 14 Pro Max iPhone","The Four Seasons: Season 1: Ski Trip (Episode 7)"
"00:26:57","2025-05-12 16:50:20","Jose","US (United States)","00:26:57","Not latest view","","","Safari MAC (Cadmium)","White Collar: Season 1: Threads (Episode 3)"
"00:01:11","2025-05-12 15:25:45","Jose","US (United States)","00:01:11","00:01:11","HOOK","Autoplayed: user action: None; ","Safari MAC (Cadmium)","Ocean's Eleven_hook_02_16x9_backfill"
"00:37:38","2025-05-12 14:43:53","Jose","US (United States)","00:40:59","00:40:59","","","Safari MAC (Cadmium)","White Collar: Season 1: Pilot, Part 2 (Episode 2)"
"00:03:20","2025-05-12 04:24:24","Jose","US (United States)","00:03:21","Not latest view","","","Safari MAC (Cadmium)","White Collar: Season 1: Pilot, Part 2 (Episode 2)"
"00:41:50","2025-05-12 03:39:59","Jose","US (United States)","00:40:58","00:40:58","","","Safari MAC (Cadmium)","White Collar: Season 1: Pilot, Part 1 (Episode 1)"
"00:00:10","2025-05-12 03:39:09","Jose","US (United States)","00:00:10","00:00:10","HOOK","Autoplayed: user action: None; ","Safari MAC (Cadmium)","White Collar: Season 1_hook_05_16x9"
"00:00:05","2025-05-12 03:38:54","Jose","US (United States)","00:00:05","00:00:05","HOOK","Autoplayed: user action: None; ","Safari MAC (Cadmium)","Beetlejuice Beetlejuice_hook_01_16x9"
"00:00:04","2025-05-12 03:38:37","Jose","US (United States)","00:00:04","00:00:04","TRAILER","Autoplayed: user action: None; ","Safari MAC (Cadmium)","Franchise Trailer: You"
"00:00:09","2025-05-12 03:38:23","Jose","US (United States)","00:00:09","00:00:09","HOOK","Autoplayed: user action: None; ","Safari MAC (Cadmium)","The Seat_hook_03"
"00:19:46","2025-05-12 03:17:55","Jose","US (United States)","00:29:52","00:29:52","","","Safari MAC (Cadmium)","Warrior: Season 1: John Chinaman (Episode 3)"
"00:00:06","2025-05-12 03:17:48","Jose","US (United States)","00:00:06","00:00:06","HOOK","Autoplayed: user action: None; ","Safari MAC (Cadmium)","Warrior: Season 1_hook_01_16x9"
"00:00:04","2025-05-12 03:17:25","Jose","US (United States)","00:00:04","00:00:04","TRAILER","Autoplayed: user action: None; ","Safari MAC (Cadmium)","Season 2 Trailer: The Night Agent"
"00:00:04","2025-05-12 03:17:13","Jose","US (United States)","00:00:04","00:00:04","TRAILER","Autoplayed: user action: None; ","Safari MAC (Cadmium)","Trailer: Venice"
"00:01:01","2025-05-10 18:55:54","Jose","US (United States)","00:01:19","00:01:19","","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","The Union"
"00:00:08","2025-05-10 18:55:39","Jose","US (United States)","01:39:03","Not latest view","","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","The Union"
"00:00:05","2025-05-10 18:55:19","Jose","US (United States)","00:00:05","00:00:05","TRAILER","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Trailer: Lift"
"00:00:01","2025-05-10 18:55:09","Jose","US (United States)","00:00:01","00:00:01","","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Ocean's Thirteen"
"00:00:09","2025-05-10 18:54:54","Jose","US (United States)","00:00:09","00:00:09","TRAILER","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Set It Up (Trailer)"
"00:00:08","2025-05-10 18:54:39","Jose","US (United States)","00:00:08","00:00:08","HOOK","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Burn After Reading_hook_01_16x9"
"00:00:05","2025-05-10 18:53:26","Jose","US (United States)","00:00:05","00:00:05","TRAILER","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Murder Mystery (Trailer)"
"00:00:03","2025-05-10 18:52:41","Jose","US (United States)","01:03:18","01:03:18","","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Hit Man"
"00:03:12","2025-05-10 18:48:50","Jose","US (United States)","00:16:11","00:16:11","","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Karol G: Tomorrow was Beautiful"
"00:00:07","2025-05-10 18:46:29","Jose","US (United States)","00:00:07","00:00:07","HOOK","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Clip 6: Nonnas"
"00:45:22","2025-05-10 01:18:03","Jose","US (United States)","01:46:04","01:46:04","","","Google Sabrina ATV Set Top Box","Nonnas"
"00:03:50","2025-05-10 00:44:12","Jose","US (United States)","01:00:51","Not latest view","","","Google Sabrina ATV Set Top Box","Nonnas"
"00:53:49","2025-05-09 23:04:14","Jose","US (United States)","00:57:06","Not latest view","","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Nonnas"
"00:05:27","2025-05-09 21:53:35","Jose","US (United States)","00:05:27","Not latest view","","","Google Sabrina ATV Set Top Box","Nonnas"
"00:00:54","2025-05-09 21:52:06","Jose","US (United States)","00:00:54","00:00:54","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Clip: Nonnas"
"00:27:48","2025-05-09 19:27:18","Eri","GB (United Kingdom)","00:27:27","00:27:27","","","Apple iPhone 14 Pro Max iPhone","The Four Seasons: Season 1: Garden Party (Episode 2)"
"00:02:28","2025-05-09 19:24:35","Eri","GB (United Kingdom)","00:24:25","00:24:25","","","Apple iPhone 14 Pro Max iPhone","The Four Seasons: Season 1: Lake House (Episode 1)"
"00:00:15","2025-05-09 19:21:38","Eri","GB (United Kingdom)","00:00:16","00:00:16","HOOK","Autoplayed: user action: None; ","Apple iPhone 14 Pro Max iPhone","Season 1 Clip 6: The Four Seasons"
"00:07:19","2025-05-09 19:14:08","Eri","GB (United Kingdom)","00:21:54","Not latest view","","","Apple iPhone 14 Pro Max iPhone","The Four Seasons: Season 1: Lake House (Episode 1)"
"00:00:10","2025-05-09 19:13:55","Eri","GB (United Kingdom)","00:00:10","Not latest view","HOOK","Autoplayed: user action: None; ","Apple iPhone 14 Pro Max iPhone","Season 1 Clip 6: The Four Seasons"
"00:00:04","2025-05-09 19:13:48","Eri","GB (United Kingdom)","00:14:55","Not latest view","","","Apple iPhone 14 Pro Max iPhone","The Four Seasons: Season 1: Lake House (Episode 1)"
"00:15:31","2025-05-09 18:37:50","Eri","GB (United Kingdom)","00:14:51","Not latest view","","","Apple iPhone 14 Pro Max iPhone","The Four Seasons: Season 1: Lake House (Episode 1)"
"00:00:07","2025-05-09 18:37:40","Eri","GB (United Kingdom)","00:00:08","Not latest view","HOOK","Autoplayed: user action: None; ","Apple iPhone 14 Pro Max iPhone","Season 1 Clip 6: The Four Seasons"
"00:01:04","2025-05-09 18:36:34","Eri","GB (United Kingdom)","00:01:04","00:01:04","TEASER_TRAILER","","Apple iPhone 14 Pro Max iPhone","Season 1 Teaser: The Four Seasons"
"00:01:01","2025-05-09 04:00:42","Jose","US (United States)","00:01:01","00:01:01","TRAILER","","Google Sabrina ATV Set Top Box","Trailer: Karol G: Tomorrow was beautiful"
"00:01:53","2025-05-09 03:58:46","Jose","US (United States)","00:01:53","00:01:53","TRAILER","","Google Sabrina ATV Set Top Box","Season 1 Trailer: Ransom Canyon"
"00:01:35","2025-05-09 03:57:07","Jose","US (United States)","00:01:35","00:01:35","TRAILER","","Google Sabrina ATV Set Top Box","Trailer: Havoc"
"00:02:02","2025-05-09 03:55:01","Jose","US (United States)","00:02:02","00:02:02","TRAILER","","Google Sabrina ATV Set Top Box","Trailer: The Life List"
"00:01:16","2025-05-09 03:53:42","Jose","US (United States)","00:01:16","00:01:16","TRAILER","","Google Sabrina ATV Set Top Box","Trailer: Exterritorial"
"00:01:46","2025-05-09 03:51:52","Jose","US (United States)","00:01:46","00:01:46","TRAILER","","Google Sabrina ATV Set Top Box","Season 1 Trailer: The Four Seasons"
"00:02:14","2025-05-09 03:49:35","Jose","US (United States)","00:02:14","Not latest view","TRAILER","","Google Sabrina ATV Set Top Box","Season 5 Trailer: You"
"00:56:28","2025-05-09 02:53:04","Jose","US (United States)","01:57:43","01:57:43","","","Google Sabrina ATV Set Top Box","Maria"
"00:40:02","2025-05-09 01:50:19","Jose","US (United States)","01:01:20","Not latest view","","","Google Sabrina ATV Set Top Box","Maria"
"00:21:23","2025-05-09 01:07:02","Jose","US (United States)","00:21:23","Not latest view","","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Maria"
"00:00:05","2025-05-09 00:58:26","Jose","US (United States)","00:00:05","00:00:05","TEASER_TRAILER","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Teaser: Last Bullet"
"00:00:06","2025-05-09 00:58:06","Jose","US (United States)","00:00:06","00:00:06","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Season 1 Clip 5: The Four Seasons"
"00:01:54","2025-04-28 02:32:57","Jose","US (United States)","00:58:48","00:58:48","","","Apple iPad Pro 11 M4 Wi/Ce iPad","Adolescence: Limited Series: Episode 4 (Episode 4)"
"00:36:37","2025-04-28 01:51:12","Jose","US (United States)","00:54:05","Not latest view","","","Apple iPad Pro 11 M4 Wi/Ce iPad","Adolescence: Limited Series: Episode 4 (Episode 4)"
"00:16:08","2025-04-28 01:23:35","Jose","US (United States)","00:16:13","Not latest view","","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Adolescence: Limited Series: Episode 4 (Episode 4)"
"00:57:32","2025-04-28 00:22:24","Jose","US (United States)","00:50:25","00:50:25","","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Adolescence: Limited Series: Episode 3 (Episode 3)"
"00:48:11","2025-04-27 23:34:11","Jose","US (United States)","00:48:16","00:48:16","","","Google Sabrina ATV Set Top Box","Adolescence: Limited Series: Episode 2 (Episode 2)"
"00:39:31","2025-04-27 22:52:04","Jose","US (United States)","01:02:21","01:02:21","","","Google Sabrina ATV Set Top Box","Adolescence: Limited Series: Episode 1 (Episode 1)"
"00:00:10","2025-04-27 22:51:50","Jose","US (United States)","00:00:10","00:00:10","HOOK","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Limited Series Trailer : Adolescence"
"00:25:25","2025-04-26 19:40:51","Jose","US (United States)","00:22:53","Not latest view","","","Apple iPad Pro 11 M4 Wi/Ce iPad","Adolescence: Limited Series: Episode 1 (Episode 1)"
"01:11:17","2025-04-25 23:59:29","Jose","US (United States)","01:38:15","01:38:15","","","Google Sabrina ATV Set Top Box","The Hating Game"
"00:00:04","2025-04-25 23:59:22","Jose","US (United States)","00:00:04","00:00:04","HOOK","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","The Hating Game_hook_primary_16x9"
"00:02:18","2025-04-25 01:13:23","Jose","US (United States)","00:02:22","Not latest view","","","Apple iPad Pro 11 M4 Wi/Ce iPad","Adolescence: Limited Series: Episode 1 (Episode 1)"
"00:28:08","2025-04-25 00:39:01","Jose","US (United States)","01:39:34","Not latest view","","","Apple iPad Pro 11 M4 Wi/Ce iPad","The Hating Game"
"00:43:40","2025-04-24 23:41:54","Jose","US (United States)","01:12:11","Not latest view","","","Apple iPad Pro 11 M4 Wi/Ce iPad","The Hating Game"
"00:07:03","2025-04-24 20:52:32","Eri","GB (United Kingdom)","00:07:09","Not latest view","","","Apple iPhone 14 Pro Max iPhone","Grace and Frankie: Season 4: The Rats (Episode 12)"
"00:28:26","2025-04-24 20:18:11","Eri","GB (United Kingdom)","00:29:16","00:29:16","","","Apple iPhone 14 Pro Max iPhone","Grace and Frankie: Season 4: The Tub (Episode 11)"
"00:00:44","2025-04-24 20:17:22","Eri","GB (United Kingdom)","00:29:05","00:29:05","","","Apple iPhone 14 Pro Max iPhone","Grace and Frankie: Season 4: The Death Stick (Episode 10)"
"00:00:25","2025-04-24 20:16:54","Eri","GB (United Kingdom)","00:00:26","Not latest view","HOOK","Autoplayed: user action: None; ","Apple iPhone 14 Pro Max iPhone","Season 7 Act 2 Conflict Clip: Grace and Frankie"
"00:27:35","2025-04-24 02:19:15","Jose","US (United States)","00:28:05","Not latest view","","","Google Sabrina ATV Set Top Box","The Hating Game"
"00:00:38","2025-04-24 02:18:30","Jose","US (United States)","00:00:38","Not latest view","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","The Hating Game_hook_primary_16x9"
"00:00:05","2025-04-24 02:18:06","Jose","US (United States)","00:00:05","00:00:05","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Season 3 Clip 3: Love on the Spectrum"
"00:00:04","2025-04-24 02:17:50","Jose","US (United States)","00:00:04","00:00:04","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Season 7 Clip 4: Black Mirror"
"00:00:27","2025-04-24 02:16:59","Jose","US (United States)","00:00:27","Not latest view","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Season 7 Clip 4: Black Mirror"
"00:00:33","2025-04-24 02:12:04","Jose","US (United States)","00:00:33","00:00:33","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Season 1 Comedy Clip 2: Everybody’s Live with John Mulaney"
"00:10:33","2025-04-21 00:49:54","Jose","US (United States)","00:10:26","00:10:26","","","Google Sabrina ATV Set Top Box","Black Mirror: Season 4: USS Callister (Episode 1)"
"00:00:34","2025-04-21 00:45:01","Jose","US (United States)","00:00:21","00:00:21","","","Google Sabrina ATV Set Top Box","Black Mirror: Season 7: USS Callister: Into Infinity (Episode 6)"
"00:00:05","2025-04-21 00:44:52","Jose","US (United States)","00:00:05","Not latest view","HOOK","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Season 7 Clip 4: Black Mirror"
"00:00:11","2025-04-21 00:44:30","Jose","US (United States)","00:00:11","Not latest view","TRAILER","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Season 5 Trailer: You"
"00:00:15","2025-04-18 03:08:22","Jose","US (United States)","00:02:35","Not latest view","","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Black Mirror: Season 7: USS Callister: Into Infinity (Episode 6)"
"00:44:59","2025-04-18 02:23:13","Jose","US (United States)","00:45:01","00:45:01","","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Black Mirror: Season 7: Eulogy (Episode 5)"
"00:43:49","2025-04-18 01:39:20","Jose","US (United States)","00:44:01","00:44:01","","","Google Sabrina ATV Set Top Box","Black Mirror: Season 7: Plaything (Episode 4)"
"00:00:06","2025-04-18 01:39:04","Jose","US (United States)","00:00:06","Not latest view","HOOK","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Season 7 Clip 4: Black Mirror"
"01:09:13","2025-04-17 02:00:50","Jose","US (United States)","01:14:48","01:14:48","","","Google Sabrina ATV Set Top Box","Black Mirror: Season 7: Hotel Reverie (Episode 3)"
"00:05:31","2025-04-17 01:47:25","Jose","US (United States)","00:05:36","Not latest view","","","Google Sabrina ATV Set Top Box","Black Mirror: Season 7: Hotel Reverie (Episode 3)"
"00:48:13","2025-04-17 00:58:19","Jose","US (United States)","00:48:13","00:48:13","","","Google Sabrina ATV Set Top Box","Black Mirror: Season 7: Bête Noire (Episode 2)"
"00:00:07","2025-04-17 00:54:30","Jose","US (United States)","00:00:07","Not latest view","HOOK","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Season 7 Clip 4: Black Mirror"
"00:00:04","2025-04-17 00:54:17","Jose","US (United States)","00:00:04","00:00:04","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Despicable Me 4_hook_primary_16x9"
"00:00:12","2025-04-17 00:53:54","Jose","US (United States)","00:00:12","Not latest view","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Season 7 Clip 4: Black Mirror"
"00:00:03","2025-04-14 04:05:50","Jose","US (United States)","00:00:08","Not latest view","","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Black Mirror: Season 7: Bête Noire (Episode 2)"
"00:54:45","2025-04-14 03:07:20","Jose","US (United States)","00:54:46","00:54:46","","","Google Sabrina ATV Set Top Box","Black Mirror: Season 7: Common People (Episode 1)"
"00:00:39","2025-04-14 03:05:07","Jose","US (United States)","00:00:39","00:00:39","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Kraven the Hunter_hook_03_16x9"
"00:00:07","2025-04-14 03:04:57","Jose","US (United States)","00:00:07","Not latest view","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Season 7 Clip 4: Black Mirror"
"00:00:39","2025-04-14 02:56:35","Jose","US (United States)","00:00:39","Not latest view","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Kraven the Hunter_hook_03_16x9"
"00:00:07","2025-04-14 02:56:17","Jose","US (United States)","00:00:07","Not latest view","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Season 7 Clip 4: Black Mirror"
"00:00:06","2025-04-11 20:40:44","Eri","FR (France)","00:00:12","Not latest view","","","Apple iPhone 14 Pro Max iPhone","Grace and Frankie: Season 4: The Tub (Episode 11)"
"00:29:15","2025-04-11 20:09:09","Eri","FR (France)","00:29:21","Not latest view","","","Apple iPhone 14 Pro Max iPhone","Grace and Frankie: Season 4: The Death Stick (Episode 10)"
"00:07:54","2025-04-11 20:01:22","Eri","FR (France)","00:27:38","00:27:38","","","Apple iPhone 14 Pro Max iPhone","Grace and Frankie: Season 4: The Knee (Episode 9)"
"00:00:33","2025-04-11 19:59:19","Eri","FR (France)","00:00:33","00:00:33","HOOK","Autoplayed: user action: None; ","Apple iPhone 14 Pro Max iPhone","Grace and Frankie: Season 7 - CLM 8"
"00:00:11","2025-04-11 19:58:56","Eri","FR (France)","00:00:11","00:00:11","HOOK","Autoplayed: user action: None; ","Apple iPhone 14 Pro Max iPhone","Happiest Season_hook_02_16x9"
"00:00:26","2025-04-02 02:50:23","Jose","US (United States)","00:00:26","Not latest view","HOOK","Autoplayed: user action: None; ","Google Sabrina ATV Set Top Box","Warrior: Season 1_hook_01_16x9"
"00:00:22","2025-04-02 02:49:53","Jose","US (United States)","00:00:22","00:00:22","TRAILER","Autoplayed: user action: User_Interaction; ","Google Sabrina ATV Set Top Box","Trailer: Oxenfree"
